Enseigne;sycron;anabel;adresse;cp;villes;telephone;serveur;caisse;Type caisse;Msge;NCR;DN;Trt sco
CITY\0875 PARIS LACEPEDE;875;5626;37 RUE LACEPEDE;75005;PARIS;33144086041;LV2;04K_WM3_2SCO-NCR;M3;#REF!;NCR;;NCR
CITY\0876 PARIS ROQUETTE;876;5628;82 rue Roquette;75011;PARIS;33155288770;LV1;03K_WM3_3SCO-NCR_BANS;M3;#REF!;NCR;;NCR
CITY\0877 ISSY LES MOULINEAUX;877;8985;ISSY LES MOULINEAUX CRESSON;92130;ISSY LES MOULINEAUX;;LV1;03K_WM3;M3;#REF!;;;
CITY\0878 PARIS LOSSERAND;878;9017;149 RUE LOSSERAND;75014;PARIS;33156535371;LV1;03K_WM3;M3;#REF!;;;
CITY\0880 CANET EN ROUSSILLON;880;5622;1 AVENUE DE LA COTE VERMEILLE;66140;CARNET EN ROUSSILLON;;LV1;03K_WM3;M3;#REF!;;;
CITY\0881 CALAIS CLEMENCEAU;881;8957;4 BOULEVARD CLEMENCEAU;62100;CALAIS;33321170939;LV1;03K_WM3;M3;#REF!;;;
CITY\0883 PARIS SAINT CHARLES;883;9019;154 RUE SAINT CHARLES;75015;PARIS;33143062203;LV1;04K_WM3_3SCO-NCR;M3;#REF!;NCR;;NCR
CITY\0884 PARIS MICHEL ANGE;884;9018;114 RUE MICHEL ANGE;75016;PARIS;33147432102;LV2;03K_WM3_3SCO-NCR_BANS;M3;#REF!;NCR;;NCR
CITY\0886 PARIS VIOLET;886;5636;21 RUE VIOLET;75015;PARIS;33140581658;LV2;04K_WM3_2SCO-NCR;M3;#REF!;NCR;;NCR
CITY\0887 TOULOUSE LAGANNE;887;5661;8 PLACE LAGANNE;31300;TOULOUSE;33534511122;LV1;03K_WM3;M3;#REF!;;;
CITY\0888 BOULOGNE PIERRE GRENIER;888;5631;103 AVENUE PIERRE GRENIER;92100;BOULOGNE BILLANCOURT;33147611890;LV1;04K_WM3_2SCO-NCR_BENZ;M3;#REF!;NCR;;NCR
CITY\0895 CARPENTRAS;895;5648;CARPENTRAS;84200;CARPENTRAS;33490111021;LV1;03K_WM3;M3;#REF!;;;
CITY\0901 ANGLET;901;6179;20 RUE GEORGES GUYNEMER;64600;ANGLET;33559036036;LV1;03K_WM3;M3;#REF!;;;
CITY\0903 MARSEILLE PLACE ROME;903;5657;2 PLACE DE ROME;13006;MARSEILLE;33491334587;LV1;04K_WI2;S2;#REF!;;;
CITY\0905 REIMS POMMERY;905;5652;102 BOULEVARD POMMERY;51100;REIMS;33326043536;LV4;02K_WM3;M3;#REF!;;;
CITY\0908 HYERES BELLON;908;5658;12 RUE DU SOLDAT BELLON;83400;HYERES;33494330444;LV1;03K_WM3;M3;#REF!;;;
CITY\0909 NICE MEYERBEER;909;5727;RUE MEYERBEER;6000;NICE;33493015248;LV3;03K_WM3;M3;#REF!;;;
CITY\0910 SAINT NOM LA BRETECHE;910;5991;PLACE DE L'EUROPE;78860;SAINT NOM LA BRETECHE;33966890857;LV1;03K_WM3;M3;#REF!;;;
CITY\0911 AMIENS BARNI;911;6178;214 RUE JULES BARNI;80090;AMIENS;33322540397;LV1;03K_WI2;S2;#REF!;;;
CITY\0912 BREST BLUM;912;5992;BOULEVARD LEON BLUM;29200;BREST;33229611800;LV3;03K_WM3;M3;#REF!;;;
CITY\0916 LILLE POSTE;916;6182;146 RUE DES POSTES;59000;LILLE;33320318490;LV1;03K_WM3;M3;#REF!;;;
CITY\0918 CHATILLON ARIANNE;918;6186;DOMAINE D'ARIANE - BD VANVES;92320;CHATILLON;33140849553;LV1;03K_WM3;M3;#REF!;;;
CITY\0919 PARIS FAUBOURG SAINT DENIS;919;6187;12 RUE DU FAUBOURG SAINT DENIS;75018;PARIS;33140959947;LV2;02K_WM3;M3;#REF!;;;
CITY\0922 PARIS FREMICOURT;922;6183;33 RUE DE FREMICOURT;75015;PARIS;33144490489;LV2;03K_WM3_1SCO-NCR;M3;#REF!;NCR;;NCR
CITY\0923 EVREUX;923;6181;6 RUE JEAN JAURES;27000;EVREUX;33232343270;LV1;03K_WM3;M3;#REF!;;;
CITY\0924 PARIS FAUBOURG SAINT ANTOINE;924;6173;220 RUE DU FAUBOURG SAINT ANTOINE;75011;PARIS;33143568064;LV4;04K_WM3;M3;#REF!;;;
CITY\0929 LE MANS LOUTREUIL;929;6191;2 RUE LOUTREUIL;72000;LE MANS;33243542525;LV4;03K_WM3;M3;#REF!;;;
CITY\0932 PARIS SAINT LAZARE;932;6199;CŒUR DE GARE;75008;PARIS;33142933226;LV4;03K_WI2_10SCO-NCR;S2;#REF!;NCR;;NCR
CITY\0933 CHAMBERY COMTE VERT;933;6200;307 AVENUE DU COMTE VERT;73000;CHAMBERY;33479449542;LV4;03K_WI2;S2;#REF!;;;
CITY\0937 MACON BARRE;937;6211;13 - 15 RUE DE LA BARRE;71000;MACON;33385320997;LV1;02K_WI2;S2;#REF!;;;
CITY\0938 BEAUSOLEIL MONEGHETTI;938;6210;7 BD DES MONEGHETTI;6240;BEAUSOLEIL;33493861896;LV1;03K_WM3;M3;#REF!;;;
CITY\0940 PARIS LOMBARDS;940;6209;23 RUE DES LOMBARDS;75004;PARIS;33171759266;LV1;03K_WM3;M3;#REF!;;;
CITY\0942 MONTPELLIER SAINT GUILHEM;942;6215;42 RUE DE ST GUILHEM;34000;MONTPELLIER;33467582985;LV1;04K_WI2;S2;#REF!;;;
CITY\0944 TOURS GRAMMONT;944;6219;74 AVENUE DE GRAMMONT;37000;TOURS;33247470618;LV1;03K_WM3_3SCO-NCR;M3;#REF!;NCR;;NCR
CITY\0946 CHALLANS CARNOT;946;6217;14 RUE CARNOT;85530;CHALLANS;33251268632;LV1;03K_WM3;M3;#REF!;;;
CITY\0947 PERPIGNAN GROS;947;6214;3 MARCHE DE GROS;66000;PERPIGNAN;33468512685;LV1;04K_WM3;M3;#REF!;;;
CITY\0950 LAVAL BURON;950;6225;63 AVENUE ROBERT BURON;53000;LAVAL;33243594831;LV1;03K_WM3;M3;#REF!;;;
CITY\0952 LE PUY EN VELAY FAYOLLE;952;6234;11 BLD FAYOLLE;43000;LE PUY EN VELAY;33471079399;LV1;03K_WI2;S2;#REF!;;;
CITY\0953 LYON BERT;953;6239;140 RUE PAUL BERT;69003;LYON;33478051025;LV4;03K_WI2;S2;#REF!;;;
CITY\0954 GAP;954;6245;107 AVENUE POMPIDOU;5000;GAP;33492556420;LV1;03K_WM3;M3;#REF!;;;
CITY\0955 PARIS BRUNET;955;7133;51 RUE GENERAL BRUNET;75019;PARIS;33140039980;LV1;04K_WM3_L5000-USB;M3;#REF!;;;
CITY\0956 PARIS LECOURBE;956;6262;45 RUE LECOURBE;75015;PARIS;33145671575;LV1;02K_WM3_2SCO-NCR;M3;#REF!;NCR;;NCR
CITY\0957 TOULOUSE LECLERC;957;6231;12 BOULEVARD LECLERC;31000;TOULOUSE;33534441581;LV2;03K_WM3;M3;#REF!;;;
CITY\0958 BREST JAURES;958;6230;260 RUE JEAN JAURES;29200;BREST;33298204920;LV1;03K_WM3;M3;#REF!;;;
CITY\0959 FACHES FERRER;959;6249;23 RUE FERRER;59155;FACHES;33320300508;LV1;03K_WM3;M3;#REF!;;;
CITY\0963 STRASBOURG KUSS;963;6265;15 RUE DU MAIRE KUSS;67000;STRASBOURG;33953420400;LV1;03K_WI2;S2;#REF!;;;
CITY\0964 METZ NANCY;964;6256;24 AVENUE DE NANCY;57000;METZ;33387327587;LV1;02K_WM3;M3;#REF!;;;
CITY\0965 ARRAS DELANSORNE;965;6258;26 RUE DESIRE DELANSORNE;62000;ARRAS;33321500177;LV1;03K_WM3;M3;#REF!;;;
CITY\0966 ROCHEFORT;966;6248;58 RUE DOCTEUR PELLETIER;17300;ROCHEFORT;33546994969;LV1;02K_WI2_1SCO-NCR;S2;#REF!;NCR;;NCR
CITY\0967 SAINTES;967;6247;3 AVENUE GAMBETTA;17100;SAINTES;33546905455;LV1;03K_WM3;M3;#REF!;;;
CITY\0968 NIMES GARE;968;6268;QUARTIER PLACE DE L'ONU;30000;NIMES;33466400821;LV1;04K_WM3;M3;#REF!;;;
CITY\0970 RONCQ;970;6294;RUE DE LILLE;59223;RONCQ;33320117636;LV1;02K_WI2;S2;#REF!;;;
CITY\0971 TOULOUSE BACHELIER;971;6269;44 PLACE BACHELIER;31000;TOULOUSE;33562808738;LV1;03K_WM3_1SCO-NCR;M3;#REF!;NCR;;NCR
CITY\0972 ANGERS SAINT LAZARE;972;6252;5 RUE SAINT LAZARE;49000;ANGERS;33241208557;LV1;03K_WM3;M3;#REF!;;;
CITY\0973 CAEN BERNIERES;973;6253;54 56 RUE DE BERNIERES;14000;CAEN;33231462631;LV1;03K_WM3;M3;#REF!;;;
CITY\0974 PARIS LAMARCK;974;6274;136 RUE LAMARCK;75018;PARIS;33153313143;LV4;02K_WM3_3SCO-NCR;M3;#REF!;NCR;;NCR
CITY\0975 PARIS RAMEY;975;6273;31 RUE RAMEY;75018;PARIS;33156555261;LV2;04K_WM3_5SCO-NCR;M3;#REF!;NCR;;NCR
CITY\0976 PARIS LAFAYETTE 152;976;6283;152 - 154 RUE LAFAYETTE;75010;PARIS;33146073842;LV2;04K_WM3_3SCO-DN;M3;#REF!;;DN;DN
CITY\0977 PARIS MARTEL;977;6257;16-18 RUE MARTEL;75010;PARIS;33144790178;LV1;03K_WM3;M3;#REF!;;;
CITY\0978 POITIERS CARNOT;978;6278;22 RUE CARNOT;86000;POITIERS;33549117309;LV1;04K_WM3;M3;#REF!;;;
CITY\0980 PARIS FALGUIERE;980;6287;137 RUE FALGUIERE;75015;PARIS;33143568410;LV4;04K_WM3_3SCO-NCR_BENZ;M3;#REF!;NCR;;NCR
CITY\0981 PUTEAUX LAFARGUE;981;6295;12 RUE LAFARGUE;92800;PUTEAUX;33147752960;LV1;05K_WI2;S2;#REF!;;;
CITY\0984 PERPIGNAN PANCHOT;984;6305;21 AVENUE JULIEN PANCHOT;66000;PERPIGNAN;33468393630;LV4;03K_WI2;S2;#REF!;;;
CITY\0985 SAINT ETIENNE JACQUARD;985;6296;4 RUE BENOIT MALLON;42000;SAINT ETIENNE;33477309566;LV4;03K_WI2;S2;#REF!;;;
CITY\0991 STRASBOURG MARSEILLAISE;991;6331;30 AVENUE DE LA MARSEILLAISE;67000;STRASBOURG;33390235310;LV1;04K_WM3;M3;#REF!;;;
CITY\0992 LA CHAPELLE D'ARMENTIERE;992;6321;10 RUE VICTORE VIGNERON;59930;LA CHAPELLE D'ARMENTIERES;33320952174;LV1;02K_WI2;S2;#REF!;;;
CITY\0993 BOULOGNE REINE;993;6357;135 route de la reine;92100;BOULOGNE;33146100372;LV1;03K_WM3_L5000-USB_2SCO-NCR;M3;#REF!;NCR;;NCR
"CITY\1011 HYERES PORT				";1011;6086;"1 AVENUE STEPHEN LIEGEARD				";83400;HYERES;;LV4;03K_WM3;M3;#REF!;;;
CITY\1021 TOULON LECLERC GARE;1021;5333;176, BOULEVARD DU MARECHAL LECLERC;83000;TOULON;33494932800;LV1;02K_WM3;M3;#REF!;;;
CITY\1030 BORDEAUX JUDAIQUE;1030;5359;8/10 RUE JUDAIQUE;33000;BORDEAUX;33556441035;LV1;03K_WM3;M3;#REF!;;;
CITY\1034 VERSAILLES SARRAUT;1034;5252;1 RUE ALBERT SARRAULT;78000;VERSAILLES;;LV1;04K_WI2;S2;#REF!;;;
CITY\1043 VITRY SUR SEINE COUTURIER;1043;5273;43/45 RUE PAUL VAILLANT COUTURIER;94400;VITRY SUR SEINE;33146800624;LV1;03K_WI2;S2;#REF!;;;
CITY\1044 BORDEAUX OMBRIERES;1044;5354;35/37 rue des Argentiers;33000;BORDEAUX;33556440044;LV2;05K_WM3;M3;#REF!;;;
CITY\1054 PACE;1054;5743;PLACE SAINTE MELAINE;35740;PACE;33299602890;LV1;03K_WI2;S2;#REF!;;;
CITY\1074 CLAYE SOUILLY;1074;5729;49 RUE JEAN JAURES;77410;CLAYE SOUILLY;33160260074;LV1;03K_WM3;M3;#REF!;;;
CITY\1075 PARIS LAUMIERE;1075;5776;32 RUE LAUMIERE;75019;PARIS;33153163276;LV3;02K_WM3_2SCO-NCR;M3;#REF!;NCR;;NCR
CITY\1082 BLAGNAC;1082;5344;1 PLACE DES MARRONNIERS ZI DU RITOURET;31700;BLAGNAC;33561712361;LV1;04K_WI2;S2;#REF!;;;
CITY\1105 MARSEILLE ESTAQUE;1105;5290;26 PLACE DE L ESTAQUE;13016;MARSEILLE;33491712025;LV2;05K_WM3_L5000-USB;M3;#REF!;;;
CITY\1107 LORIENT A. FRANCE;1107;5187;2 AVENUE ANATOLE FRANCE;56100;LORIENT;33297351283;LV4;03K_WM3;M3;#REF!;;;
CITY\1109 AVIGNON MATHERON;1109;5335;7 RUE DU PORTAIL MATHERON;84000;AVIGNON;33490146162;LV1;03K_WM3_4SCO-NCR;M3;#REF!;NCR;;NCR
CITY\1110 BLERIOT PLAGE;1110;5043;110 ROUTE NATIONALE;62231;SANGATTE;33321970951;LV2;02K_WM3;M3;#REF!;;;
CITY\1117 BEAUSOLEIL MARCHE;1117;5281;RUE DU MARCHE;6240;BEAUSOLEIL;33493787918;LV1;04K_WM3;M3;#REF!;;;
CITY\1118 TOULOUSE BAYARD;1118;5348;49 RUE BAYARD;31000;TOULOUSE;33562724585;LV1;03K_WI2;S2;#REF!;;;
CITY\1124 CASTANET;1124;5345;3 RUE DU LAURAGAIS;31320;CASTANET - TOLOSAN;33562710874;LV2;03K_WM3;M3;#REF!;;;
CITY\1125 MONTAUBAN CLADEL;1125;5576;14 RUE LEON CLADEL;82000;MONTAUBAN;33563202842;LV4;03K_WM3;M3;#REF!;;;
CITY\1126 AMIENS HOTEL;1126;5046;PLACE DE L HOTEL DE VILLE;80000;AMIENS;33322729592;LV1;03K_WM3_4SCO-NCR;M3;#REF!;NCR;;NCR
CITY\1127 BETHUNE;1127;5034;123 PLACE DU MARECHAL JOFFRE;62400;BETHUNE;33321576648;LV1;03K_WM3;M3;#REF!;;;
CITY\1128 BONDUES;1128;7537;4 PLACE DE L'ABBE BONPAIN;59910;BONDUES;33320230186;LV1;03K_WM3;M3;#REF!;;;
CITY\1129 BOULOGNE BRECQUERECQUE;1129;5037;1, PLACE BEAUCERF;62200;BOULOGNE;33321911585;LV4;03K_WM3_L5000-USB;M3;#REF!;;;
CITY\1131 BOULOGNE SAINT LOUIS;1131;5035;94 RUE SAINT-LOUIS;62200;BOULOGNE SAINT LOUIS;33321835873;LV2;04K_WM3;M3;#REF!;;;
CITY\1133 LE TOUQUET;1133;5044;70 RUE DE METZ;62520;LE TOUQUET;33321050395;LV1;03K_WM3;M3;#REF!;;;
CITY\1134 LILLE FAUBOURG;1134;7564;151, RUE DU FAUBOURG DE ROUBAIX - ST MAURICE;59000;LILLE;33320130269;LV1;04K_WM3;M3;#REF!;;;
CITY\1136 SAINT OMER DUNKERQUE;1136;5042;RUE DE DUNKERQUE;62500;SAINT OMER;33321981228;LV1;03K_WM3;M3;#REF!;;;
CITY\1141 ANNECY TEPPES;1141;5329;5, PLACE DES RHODODENDRONS;74000;ANNECY;33450678663;LV2;03K_WM3;M3;#REF!;;;
CITY\1142 LAMBERSART;1142;7560;255 AVENUE DE L'HIPPODROME;59130;LAMBERSART;33320180214;LV2;02K_WM3;M3;#REF!;;;
CITY\1160 VIENNE;1160;5307;33/37 COURS ROMESTANG;38200;VIENNE;33474782205;LV1;03K_WI2;S2;#REF!;;;
CITY\1166 CAEN PIGACIERE;1166;5050;24, RUE DE LA PIGACIERE;14000;CAEN;33231283721;LV1;03K_WM3;M3;#REF!;;;
CITY\1171 MONTAUBAN;1171;5370;3 PLACE LALAQUE;82000;MONTAUBAN;33563918560;LV1;03K_WI2_1SCO-NCR;S2;#REF!;NCR;;NCR
CITY\1179 TOULOUSE MINIMES;1179;8671;81 AVENUE MINIMES;31200;TOULOUSE;33561475986;LV1;04K_WI2;S2;#REF!;;;
CITY\1186 NICE VILLERMONT;1186;8956;33 AVENUE VILLERMONT;6000;NICE;33493983312;LV1;02K_WM3;M3;#REF!;;;
CITY\1193 LE MANS CARNOT;1193;5201;297 BOULEVARD CARNOT;72000;LE MANS;33243202090;LV1;03K_WM3;M3;#REF!;;;
CITY\1198 LA TALAUDIERE;1198;5314;PLACE GAMBETTA;42350;LA TALAUDIERE;33477536353;LV1;02K_WM3;M3;#REF!;;;
CITY\1205 CAMBRAI;1205;7539;3 RUE SAINT-AUBERT;59400;CAMBRAI;33327374586;LV1;03K_WI2;S2;#REF!;;;
CITY\1206 ROYAN;1206;5342;64 PLACE PIERRE LOT;17200;ROYAN;33546055822;LV1;04K_WM3;M3;#REF!;;;
CITY\1216 SAINT LUNAIRE;1216;5094;13 RUE DE L'EGLISE;35800;SAINT LUNAIRE;33299463295;LV1;03K_WM3;M3;#REF!;;;
CITY\1219 SAINT OMER ARRAS;1219;5041;50 RUE D ARRAS;62500;SAINT OMER;33321382973;LV1;03K_WM3;M3;#REF!;;;
CITY\1224 SAINT BREVIN;1224;6098;6 AVENUE DE LA HAUTIERE;44250;SAINT BREVIN;33240270805;LV1;04K_WM3;M3;#REF!;;;
CITY\1227 NANTES;1227;5099;24 BOULEVARD WISTON CHURCHILL;44000;NANTES;33240467472;LV1;03K_WM3;M3;#REF!;;;
CITY\1229 LE CATEAU CAMBRESIS;1229;7544;12 PLACE DU GENERAL DE GAULLE;59360;LE CATEAU CAMBRESIS;33327840618;LV2;02K_WM3;M3;#REF!;;;
CITY\1230 ROANNE;1230;5309;16, PLACE VICTOR HUGO;42300;ROANNE;33477233949;LV1;03K_WM3;M3;#REF!;;;
CITY\1231 VILLEFRANCHE NATIONAL;1231;5323;339 RUE NATIONAL;69400;VILLEFRANCHE;33474698574;LV1;03K_WI2;S2;#REF!;;;
CITY\1233 LORIENT BLUM;1233;5185;53 BD LEON BLUM;56000;LORIENT;33297353433;LV1;03K_WM3;M3;#REF!;;;
CITY\1236 CHAUMONT;1236;7483;42, RUE VICTOIRE DE LA MARNE;52000;CHAUMONT;33325039155;LV1;02K_WM3;M3;#REF!;;;
CITY\1237 VILLEURBANNE;1237;5325;107 COURS E. ZOLA;69100;VILLEURBANNE;33472823149;LV1;03K_WI2;S2;#REF!;;;
CITY\1238 SAINT ETIENNE METARE;1238;5311;52, BOULEVARD ALEXANDRE FRAISSINETTE;42100;SAINT ETIENNE;33477460951;LV1;03K_WM3;M3;#REF!;;;
CITY\1239 FIRMINY;1239;5308;20, PLACE DU MARCHE;42700;FIRMINY;33477100100;LV1;03K_WM3;M3;#REF!;;;
CITY\1240 SAINT ETIENNE GERENTET;1240;5310;12 RUE GERENTET;42000;SAINT ETIENNE;33477330163;LV4;03K_WM3;M3;#REF!;;;
CITY\1242 GRENOBLE JAURES;1242;5305;22 COURS JEAN JAURES;38000;GRENOBLE;33476129144;LV4;04K_WI2;S2;#REF!;;;
CITY\1244 ANNECY CHAMBERY;1244;5328;14 RUE DE CHAMBERY;74000;CHAMBERY;33450327252;LV1;03K_WI2;S2;#REF!;;;
CITY\1254 MACON;1254;7499;18 RUE LACRETELLE;71000;MACON;33385219701;LV1;02K_WI2;S2;#REF!;;;
CITY\1255 CHALON SUR SAONE;1255;7497;19 RUE DE BELFORT;71100;CHALON SUR SAONE;33385972782;LV1;03K_WM3;M3;#REF!;;;
CITY\1256 PLENEUF VAL ANDRÉ CHARNER;1256;5862;"27 Rue Amiral Charner																																		";22370;PLENEUF VAL ANDRÉ;;LV4;03K_WM3;M3;#REF!;;;
CITY\1259 DIJON;1259;7474;2 RUE BANNELIER;21000;DIJON;33380500884;LV1;03K_WI2;S2;#REF!;;;
CITY\1263 NICE LEPANTE;1263;5285;8 RUE LEPANTE;6000;NICE;33493859763;LV1;03K_WM3;M3;#REF!;;;
CITY\1272 MULHOUSE SINNE;1272;7495;53 RUE DE LA SINNE;68100;MULHOUSE;33389464788;LV2;03K_WI2;S2;#REF!;;;
CITY\1280 LONGWY;1280;7484;26 RUE ARISTIDE BRIAND;54400;LONGWY;33382232579;LV4;02K_WM3;M3;#REF!;;;
CITY\1281 LA ROCHELLE CORDOUAN;1281;5340;3/5 RUE DE CORDOUAN;17000;LA ROCHELLE;33546414200;LV1;04K_WM3_4SCO-NCR;M3;#REF!;NCR;;NCR
CITY\1285 LILLE ART;1285;7566;1-7 RUE DES ARTS;59000;LILLE;33320553858;LV1;03K_WM3;M3;#REF!;;;
CITY\1288 CHAMBERY MONTMELIAN;1288;5326;476 RUE FAUBOURG DU MONTMELIAN;73000;CHAMBERY;33479600209;LV1;03K_WM3;M3;#REF!;;;
CITY\1292 LIMOGES FLEURUS;1292;5257;5 BOULEVARD DE FLEURUS;87000;LIMOGES;33555326451;LV1;03K_WM3;M3;#REF!;;;
CITY\1301 SAINT BRIEUC;1301;5063;LA CROIX SAINT-LAMBERT;22000;SAINT BRIEUC;33296941644;LV1;03K_WM3;M3;#REF!;;;
CITY\1303 CARCASSONNE;1303;5336;17 PLACE CARNOT;11000;CARCASSONNE;33468713108;LV1;03K_WM3;M3;#REF!;;;
CITY\1304 RENNES CHURCHILL;1304;7083;Avenue Winston Churchill;35000;RENNES;;LV4;03K_WM3_L5000-USB;M3;#REF!;;;
CITY\1305 MARSEILLE JULIEN;1305;5294;9-11 RUE DES 3 FRERES ST BARTHELEMY;13006;MARSEILLE;33496120092;LV1;03K_WI2;S2;#REF!;;;
CITY\1306 MONTPELLIER STRASBOURG;1306;5300;8 BOULEVARD DE STRASBOURG;34000;MONTPELLIER;33467132668;LV1;03K_WI2;S2;#REF!;;;
CITY\1307 BREST GILLET;1307;5067;10-12, PLACE MAURICE GILLET;29200;BREST;33298460014;LV2;03K_WM3;M3;#REF!;;;
CITY\1308 BORDEAUX BALGUERIE;1308;5356;82 COURS BALGUERIE;33300;BORDEAUX;33556010143;LV4;03K_WM3;M3;#REF!;;;
CITY\1309 ECULLY;1309;5316;A20, AVENUE EDOUARD AYNARD;69130;ECULLY;33478336954;LV1;03K_WM3;M3;#REF!;;;
CITY\1311 TOULOUSE SAINT CYPRIEN;1311;5350;QUARTIER SAINT-CYPRIEN - 35 - 37 RUE DE VARSOVIE;31000;TOULOUSE;33561429004;LV4;03K_WI2;S2;#REF!;;;
CITY\1313 REIMS JAURES;1313;7482;141 AVENUE JEAN JAURES;51100;REIMS;33326070002;LV3;03K_WI2;S2;#REF!;;;
CITY\1314 PERIGUEUX;1314;5343;55 RUE DU PRESIDENT WILSON;24000;PERIGUEUX;33553098338;LV1;03K_WM3;M3;#REF!;;;
CITY\1321 EPERNAY;1321;7477;13 PLACE HUGUES PLOMB;51200;EPERNAY;33326518989;LV2;02K_WI2;S2;#REF!;;;
CITY\1322 REIMS;1322;7480;6 BAS DES ARGONAUTES;51100;REIMS;33326061468;LV1;05K_WM3;M3;#REF!;;;
CITY\1324 REIMS LAON;1324;7481;67, 69 AVENUE DE LAON;51100;REIMS;33326475716;LV1;03K_WI2;S2;#REF!;;;
CITY\1325 REIMS;1325;7478;131/133 RUE DE VEFLE;51100;REIMS;33326796565;KO;KO;KO;#REF!;;;
CITY\1327 LE MANS LECLERC;1327;5207;68, AVENUE DU GENERAL LECLERC;72000;LE MANS;33243245010;KO;KO;KO;#REF!;;;
CITY\1329 CHATENAY MALABRY;1329;5263;MOUILLES BOEUFS - AVENUE PLESSIS;92290;CHATENAY MALABRY;33146601525;LV1;05K_WM3;M3;#REF!;;;
CITY\1332 PARIS 15 BALARD;1332;5234;35/37 RUE BALARD;75015;PARIS;33145575034;LV1;03K_WM3;M3;#REF!;;;
CITY\1335 BEZIERS MOULIN;1335;5298;4 AVENUE JEAN MOULIN;34500;BEZIERS;33467288913;LV1;03K_WM3;M3;#REF!;;;
CITY\1344 ATHIS MONS;1344;5260;RUE CONRARD;91200;ATHIS MONS;33169847355;LV2;03K_WM3;M3;#REF!;;;
CITY\1349 CRETEIL;1349;5268;117 RUE DU GENERAL LECLERC;94000;CRETEIL;33156721087;LV1;03K_WM3_L5000-USB;M3;#REF!;;;
CITY\1352 ALBI LAPEROUSE;1352;5669;14 PLACE LAPEROUSE;81000;ALBI;33563541080;LV1;02K_WM3;M3;#REF!;;;
CITY\1355 LA TESTE;1355;6050;3 RUE DU PORT;33260;LA TESTE;33556662666;LV1;03K_WM3;M3;#REF!;;;
CITY\1358 LYON JAURES;1358;5319;9 AVENUE JEAN JAURES;69007;LYON;33472714355;LV1;03K_WM3;M3;#REF!;;;
CITY\1360 MAROLLES EN BRIE;1360;5269;13, RUE DES MARCHANDS;94400;MAROLLES EN BRIE;33143861642;LV1;02K_WM3_L5000-USB;M3;#REF!;;;
CITY\1361 VILLECRESNES;1361;5272;51, RUE DR DRAGORNO;94440;VILLECRESNES;;LV1;02K_WM3;M3;#REF!;;;
CITY\1364 ERMONT;1364;5274;37/41 RUE DE STALINGRAD;95120;ERMONT;33134133764;LV1;03K_WM3;M3;#REF!;;;
CITY\1365 TAVERNY;1365;5278;215 RUE DE PARIS;95150;TAVERNY;33139954129;LV1;03K_WM3;M3;#REF!;;;
CITY\1366 SAINT LEU LA FORET;1366;5276;47 RUE DU GENERAL LECLERC;95320;SAINT LEU LA FORET;33139953082;LV2;04K_WM3;M3;#REF!;;;
CITY\1371 CONCARNEAU;1371;5070;10, PLACE DU GENERAL DE GAULLE;29900;CONCARNEAU;33298973415;LV1;03K_WM3;M3;#REF!;;;
CITY\1373 CREPY EN VALOIS;1373;5027;65-67 ROUTE NATIONALE;60800;CREPY EN VALOIS;33375000605;LV1;02K_WI2;S2;#REF!;;;
CITY\1374 HAZEBROUCK;1374;7559;55 PLACE DU GENERAL DE GAULLE;59190;HAZEBROUCK;33328410440;LV2;02K_WM3;M3;#REF!;;;
CITY\1375 DAMMARTIN EN GOELE;1375;5239;23 RUE DE MEAUX;77230;DAMMARTIN EN GOELE;33160362462;LV1;02K_WM3;M3;#REF!;;;
CITY\1381 BEAUVAIS JACOBY;1381;5007;4 RUE PIERRE JACOBY;60000;BEAUVAIS;33344459048;LV1;04K_WI2_4SCO-NCR;S2;#REF!;NCR;;NCR
CITY\1382 COMPIEGNE NORMANDIE;1382;5026;6 RUE DE NORMANDIE - LOT LA VICTOIRE;60200;COMPIEGNE;33344202616;LV4;02K_WM3;M3;#REF!;;;
CITY\1383 MILLY SUR THERAIN;1383;5030;RUE DE DIEPPE;60112;MILLY SUR THERAIN;33344816891;LV1;03K_WI2;S2;#REF!;;;
CITY\1385 VILLERS SAINT PAUL;1385;5033;39 RUE ALBERT THOMAS;60870;VILLERS SAINT PAUL;33344718811;LV1;04K_WI2;S2;#REF!;;;
CITY\1386 ARLES;1386;5286;7 RUE DE LA REPUBLIQUE;13200;ARLES;33490522310;LV1;03K_WM3;M3;#REF!;;;
CITY\1389 NESLE;1389;5047;10 PLACE GENERAL LECLERC;80190;NESLE;33322882126;LV4;02K_WI2;S2;#REF!;;;
CITY\1391 PONT SAINTE MAXENCE;1391;5031;3 RUE LOUIS BOUTROY;60700;PONT SAINTE MAXENCE;33344255240;LV1;03K_WI2;S2;#REF!;;;
CITY\1393 SAINT JUST EN CHAUSSEE;1393;5032;32 RUE DE BEAUVAIS;60130;SAINT JUST EN CHAUSSEE;33344785217;LV1;04K_WM3;M3;#REF!;;;
CITY\1397 OTHIS;1397;5243;CENTRE COMMERCIAL LA JALAISE;77280;OTHIS;33160031773;LV3;03K_WI2;S2;#REF!;;;
CITY\1398 BOURGES;1398;5225;14, BOULEVARD CLEMENCEAU;18000;BOURGES;33248652310;LV1;04K_WM3;M3;#REF!;;;
CITY\1399 SENS;1399;5259;9 RUE VOLTAIRE;89100;SENS;33386649684;LV1;04K_WM3;M3;#REF!;;;
